sexe;preusuel;annais;nombre
2;ELLINE;2009;4
2;TINHINANE;2013;4
1;CLAUDY;1942;17
2;MEDINA;2013;52
1;JULIAN;1932;4
2;MELHYA;2017;4
1;FLAVIAN;2017;4
2;NELDA;1929;3
2;LENKA;2009;6
1;AUGUSTE;1993;21
2;FELICIA;2007;60
1;DJAHID;2010;4
2;GONTRAN;1923;3
2;ANNABEL;1978;71
1;GIUSEPPE;2012;18
1;ANTIDE;1904;4
1;FIDELE;1915;5
1;IONI;2005;3
2;NERMINE;1990;5
2;KIMI;2008;7
2;CORINNE;1961;7774
1;NATHY;2016;4
2;JULIET;2008;11
2;MARGOT;1919;13
2;TONYA;2010;5
1;ZAHER;2010;4
1;ABIOLA;1993;3
1;TONY;1933;10
2;GEORGETTE;1976;11
2;NINA;1948;17
1;FÉLIX;1973;80
1;GABY;1928;19
1;LYLIO;2019;65
1;ALCIME;1901;4
2;ASMAE;2002;16
1;VICTOR;1909;1726
2;LIDA;1940;5
1;JAKUB;2019;5
2;MILENA;1990;64
1;MAYLONN;2016;5
1;BUNYAMIN;2020;4
2;THAINA;XXXX;18
2;IKRAM;2010;81
1;KYLHIAN;2004;3
2;AITANA;2015;4
2;BENIE;2007;6
1;ZACCARIA;2009;4
2;ALYONA;2012;6
2;ALEXE;1941;3
1;DANY;2016;110
2;ZAKIYA;1987;4
1;KURTYS;1994;3
2;GERALDINE;1973;1793
2;NAHIMA;1978;7
1;SYMON;2008;3
1;GERY;1966;39
1;JOVANY;2004;9
1;HENRIOT;XXXX;22
1;MALORY;1982;3
2;ALEXANDRIE;1990;8
2;REINE-MARIE;1950;25
2;ZELIE;1927;29
1;WILLY;1907;55
2;URIELLE;2019;9
2;SHANA;2016;278
2;IDOIA;1998;7
1;JEAN-BAPTISTE;1965;219
2;NORAH;1984;9
1;EYYUB;2006;5
2;SHANE;1996;4
2;SHAÏNNA;2020;6
1;LÉOPOL;2011;5
2;AMY;1963;9
2;LILLY-ROSE;XXXX;2
1;ZIDANE;XXXX;31
2;FAHIMA;1975;13
1;LENY;2014;283
1;JEAN-DENIS;1963;81
1;PIERRE-HENRI;1995;38
2;DONIA;1995;96
1;DIMITRY;1980;20
2;LOLITA;1986;351
1;MASSINISSA;1982;7
1;FAWZY;1982;3
2;BERENGERE;1944;9
1;MARC-ANDRÉ;1999;12
1;WISSEM;2012;113
2;SMAHEN;2000;3
2;MADIANA;1939;3
2;CELINA;1976;26
2;JANELE;2005;5
2;FOULEMATA;1990;9
2;MEJDA;XXXX;40
1;KENDJY;2015;55
1;STÉPHEN;1969;4
2;LILY-MARIE;XXXX;11
2;AYSENUR;XXXX;12
2;GUISEPPINA;1954;3
2;AYLANA;2010;3
1;EDWIGE;1968;6
1;BALTAZAR;2011;3
2;TIFFANNY;2008;4
1;BORIS;1986;543
2;FIDAN;2003;3
2;FLAVIENNE;1927;7
1;M;1979;3
2;ELKE;1973;3
1;ROMÉO;1959;24
2;RYM;XXXX;8
2;VIYAN;2010;4
1;PHILIBERT;2001;9
2;AÏSSATA;XXXX;23
2;SHANELYA;2016;3
2;ARMANCE;1908;33
2;LOUISIA;1960;3
2;ODETE;1969;3
1;MILAN;2020;782
1;NASSERDINE;2017;3
1;GABIN;1976;7
2;DIANA;1932;13
2;MERYLE;1990;3
1;COLBERT;1912;15
1;LLOYD;1981;17
2;AMI;2006;6
2;MARIE-DOLORES;1959;7
2;HELLENE;1908;3
1;ALMONZO;2003;3
1;OUNAYS;2015;12
2;ELLEA;2011;7
2;YASMINA;1990;251
1;NADIR;1990;101
2;NAIMA;1961;28
2;SALOMÉ;1990;261
1;LUIGI;1931;21
1;NICOLA;2008;36
2;KATALINA;2011;8
1;YOLAN;2005;30
1;OLLIVIER;1980;7
1;HELORI;2000;4
2;MARIE-LOU;1983;4
1;JEANNY;1937;4
2;SOAZIC;1994;4
1;LOQMAN;2004;5
2;KATRINA;1978;4
1;GRACIEN;1903;4
2;SANNAH;2020;7
1;ENRICO;1921;4
1;HUBERT;2013;21
2;LENAÏC;1998;3
1;GERAUD;1926;5
1;KÉVIN;1996;1183
2;RABIYA;2013;4
2;TALHIA;2020;7
2;LAURALIE;2002;10
2;SINAÏA;2017;3
2;SONIA;1933;120
1;BEN;2018;90
2;HOUARIA;1974;4
1;DOMICE;XXXX;22
1;PIERRE-LOUP;1995;5
1;JESUS;1953;13
1;JEAN-FRANÇOIS;1905;20
2;SALLY;1966;4
2;THESSA;2017;9
2;MAYSIE;XXXX;9
1;SHAYAN;2005;23
2;ADELINE;1978;1130
1;HADAMA;1991;4
1;AZZARO;2009;4
1;KEYSON;2010;5
2;JULIE;1994;5524
2;MARIE-EMILIE;2001;16
1;TALAL;2005;6
1;HAROLD;1979;137
2;MALOU;1998;28
2;JOSEPHTE;1935;7
2;MARIE-ANNE;1932;36
2;LOENIE;2010;6
1;JUDES;1946;9
2;ELFRIEDE;1953;11
2;RIM;1996;18
1;SAINT-MARC;1903;3
1;MAYVEN;2014;3
1;JEANNOT;1991;5
2;LUCIANA;2007;34
1;BERKAY;2018;8
1;DEMETRIO;1965;5
2;EVARISTE;1909;3
2;CHADIA;2013;11
2;CHARLINE;1949;178
1;JEAN-CLAUDE;1930;260
1;KELYANN;2010;31
2;HANAA;1990;6
2;JEANNE;1977;189
2;INNAYA;2010;5
1;STEPHEN;2016;29
1;MARTIAL;1973;506
2;AFEF;1974;3
2;QUITERIE;1987;6
2;ABRIL;2010;4
2;LAMYS;2008;3
2;CARMELINE;2008;3
2;JOSÉPHINE;1922;38
1;JAMALE;1978;7
2;RAHMA;2011;102
2;NEREA;2015;13
2;IQRA;2015;4
2;ILHAM;1986;59
2;FARRAH;2004;13
1;YASSIM;1995;5
1;AMOS;2007;11
2;MARISE;1951;80
2;FATIM;2006;9
2;MADO;1986;3
1;YSMAEL;2013;4
2;KORALIE;2003;8
2;NABILA;2014;10
1;PIERICK;1973;4
1;PIERRE-FÉLIX;2003;3
2;CÉLIE;1997;13
2;SABIHA;2012;3
1;GUERSCHOM;2009;3
2;AIA;2006;6
2;BIRSEN;XXXX;28
1;MATHURIN;2017;25
1;BORA;1999;4
2;MARO;2013;8
1;ODILON;2012;9
2;YANNA;2000;13
2;DENIZ;1984;7
2;JOCIA;1966;14
1;CHEMS;1998;5
1;VITOR;1981;4
2;STEPHY;2006;9
2;ANNELIESE;1947;9
2;BRUNE;1990;11
1;KEITH;1956;8
2;CLAUDETTE;1978;7
1;MOHAMED-HAROUN;XXXX;14
2;IONNA;2005;4
2;SOUMEYA;2004;33
1;TOUMANY;2018;6
1;LORIS;1970;8
2;MARIE-MARTINE;1974;4
1;ARMAND;1941;419
2;KELYCIA;2008;7
2;KRISTY;XXXX;27
1;TUNAHAN;2009;7
1;JEAN-AIME;1962;3
2;ALPHONSINE;1906;546
1;ELIES;2008;74
2;MARIE-ELIETTE;XXXX;20
2;VALENTINE;2017;830
2;JAHLIA;2015;4
1;YAYA;2006;17
1;JILLIAN;2012;3
2;EMA;1901;4
1;JAYANN;2013;10
2;ELVIRE;1913;65
2;OLYVIA;XXXX;17
2;THÉA;XXXX;31
2;MACIRE;2002;4
2;GEORGIE;1969;3
2;LIDA;1924;4
1;KYLAN;2015;39
2;JALANE;2016;6
2;FELINE;2005;3
2;RADYA;1978;3
2;FADIA;1998;5
1;YOUEN;1977;6
1;BADIS;2002;32
1;NEEL;1999;7
2;MAY-LEE;2014;11
2;RHARIBA;XXXX;17
2;PASCALINE;1906;62
1;MATTHEW;1966;5
1;DYLANE;2005;10
1;JAMALE;1988;3
1;UMUT;XXXX;2
2;DJEREBA;2008;3
2;NATIVIDAD;1959;3
2;GAELLA;1971;3
2;CATALEYA;2015;154
1;JACINTO;XXXX;64
1;JEAN-LOU;XXXX;7
2;MARITXU;1982;4
1;MARCEL;1934;8430
1;WALY;1982;5
2;LEANIE;2007;7
2;SILVIA;1995;6
2;PAMÉLA;1978;7
2;THÉODORA;2015;10
1;VALERE;1928;43
1;KEYLIANN;2020;8
2;SYLLA;1923;3
2;AVRIL;1990;3
1;JEAN-OLIVIER;1952;4
2;LOLITA;1950;17
2;GUYLAINE;2000;5
2;NISHA;1986;4
2;CALIE;2017;439
1;HORATIO;2012;4
1;ANTHONY;2006;1385
1;JACQUIE;1944;47
2;LORIANA;2001;23
2;GATIENNE;1915;5
2;MAE;2007;369
2;JOELLA;1993;5
1;MOHAMAD;2003;18
1;MATHISS;1999;3
2;GUISEPPINA;1967;10
2;RENETTE;1959;7
1;ADELINO;2000;4
2;SHANYSS;2015;4
1;ANGELY;1909;3
2;THERESA;1902;35
1;ABDOUL-AZIZ;2012;11
2;RUFINE;1962;7
1;IZAK;2014;12
1;CYLIANN;2013;4
1;MAKA;XXXX;34
1;ANDREW;1978;9
2;MARLY;2017;7
2;LIANE;1939;11
2;ZEYNA;2015;25
1;AYMRICK;2014;3
2;ZÉLINA;2013;6
2;PALMIRA;1965;7
1;CARLO;1954;14
2;DARA;2016;4
2;HASSIBA;1997;9
2;LILETTE;1927;11
2;LILOU-ROSE;2016;3
2;LUCY;1912;14
1;MANUEL;1928;134
2;THERESA;1922;22
1;MEHMET;2001;94
1;AZZARO;2014;3
1;KHALID;1969;15
2;LEANDRA;1996;7
1;PIERRE-DOMINIQUE;1972;3
2;SAHRA;2013;30
2;YOLAINE;2017;3
2;SANIA;2019;25
2;ROSA;1969;175
2;MANAR;2015;46
2;ARINE;2014;3
2;SARRA;2017;28
2;LILY;1954;10
1;MYLAN;2018;371
2;NATASHA;2015;18
2;SOLANE;2006;4
2;LOUISIANNE;1947;3
2;FRANCINE;1936;1347
2;MIKAËLLA;2018;3
2;ANNE-GAELLE;1968;14
1;HOSNI;2020;6
2;AISSIA;1979;3
2;KATHLEEN;1916;3
2;ARMEL;2000;4
2;YSAURE;2006;5
2;CHARLETTE;1925;41
1;RENZO;1934;4
2;SUZANNE;1954;914
1;HAILE;2008;13
2;GHYSLAINE;1979;11
1;FEDI;2003;5
2;FELICIE;1973;8
1;MOHAMMAD;1972;3
2;BERTILE;1924;3
2;ÉLÉONORE;1978;6
1;YEOUDA;1993;3
1;IYÈD;2013;5
2;ROSALIA;1967;18
1;OLAF;1996;3
1;MAURIZIO;2006;3
2;FRÉDÉRIQUE;1958;897
1;LIN;1961;5
2;ALIMA;1959;10
2;AGNÈS;1962;3517
1;DAMON;2003;4
1;ANGELO;1982;117
1;GODFROY;1919;4
2;MARYNA;1993;11
1;KHAMEL;1981;3
2;FIDELINE;1932;3
2;CAITLYN;2005;4
1;JEAN-ANTOINE;1912;6
1;DENNIS;1996;14
2;IBTISSAME;2009;10
2;MADISSONE;XXXX;8
2;CYRIA;2020;4
1;LYSANDRE;2015;81
2;NOELISE;1920;3
1;PASCUAL;1962;5
2;YELENA;2013;30
1;MATÉI;2019;8
1;ANGELO;1906;22
1;ANIS;2012;394
1;ORLAN;2000;8
2;ALEX;2015;13
1;JAWAD;1985;41
1;FLORIS;1904;3
1;VASCO;2019;33
2;AÏSSÉ;2020;14
2;MARIE-ANTOINETTE;1970;53
1;MATIA;2010;3
1;KHYLIAN;2016;4
1;HOMERE;1906;6
2;NEHEMIE;2000;11
1;LUDOVICK;2000;4
2;NICETTE;1945;4
1;NUMA;1917;5
1;CONRAD;1949;4
2;MARION;2004;1516
2;MEYA;2020;3
1;RAYLEY;2015;10
2;MURIEL;1953;1116
2;BADRIA;XXXX;40
1;FRANCISQUE;1961;9
2;NOELIA;1986;3
2;LAUNA;XXXX;16
1;CELIO;1998;8
1;MIGUEL-ANGEL;1972;4
1;TYAN;XXXX;13
1;TITO;2008;20
1;YOUSRI;1981;7
1;BRUNO;2012;69
2;AFIFA;2011;3
1;LIEDSON;2011;3
1;AXEL;1992;1368
1;CLOVIS;1940;33
2;LOBNA;1985;28
1;THEOPHILE;2018;4
2;ODILE;2008;13
2;FANTA;1991;36
1;FRANCISCO;1984;31
1;JEAN-PASCAL;1989;32
2;KAMILLA;2018;15
2;NUNZIATA;XXXX;26
1;KYRON;2013;12
1;ROGER;1998;31
2;ALWENNA;2017;6
1;MESMIN;1936;9
2;CELIANE;1921;3
2;MAHAUT;2015;73
2;NAJLAE;2007;3
2;MAMOU;2002;14
2;EMI;2005;22
1;MAHIEDDINE;2017;10
2;SYNDIE;1982;30
1;MUCAHIT;1993;3
2;THÉA;2014;288
1;LOQMAN;2012;22
1;TAYSON;2007;19
1;RAOUL;1937;278
1;BABYLAS;1940;7
2;AUREA;1999;8
2;SUZETTE;1930;240
2;EDANUR;2004;22
2;ROLANDE;1990;5
2;ABELINE;1900;3
1;ABDELGHANI;1974;9
1;GONZALO;1963;7
2;ZELDA;1980;3
1;DORYAN;1987;3
1;ROGER;1988;55
1;JEAN-BERNARD;1994;19
1;HENRICK;2002;4
1;LUCCIO;2019;3
1;O'NEILL;XXXX;18
1;DIEUDONNE;XXXX;27
2;THUVARAKA;2012;3
1;NASREDINE;1972;3
1;MARIC;2007;3
2;LHÉNA;2016;3
2;DARIA;2001;29
2;BERITAN;2007;9
1;MOUNAIM;1985;5
1;LESSANDRO;XXXX;13
1;HAFID;1991;19
2;ELEANNE;2006;3
1;OUSMANE;2020;172
2;ROSEN;XXXX;37
1;CREPIN;1948;7
2;PALMYRE;1921;34
2;NATALIA;1989;15
2;AMARA;1979;10
2;AZELIE;2002;6
2;CEPHORA;2004;3
2;NOEMI;1905;32
2;DANNA;2009;4
2;MANDIE;1988;5
2;MARILYNE;1967;252
1;MOULOUD;2012;5
1;MARC-ANTOINE;1959;13
2;ALEXIS;1955;5
2;LORELEY;2005;3
1;HERMAND;1919;3
2;KELLIE;2002;7
1;BOUBAKARY;1997;5
1;STUART;1996;5
2;KATELL;XXXX;8
2;NURIA;1979;6
1;ANTONIO;1989;79
2;MARY-ANNICK;1949;5
2;ZELIE;1943;4
2;HERVELINE;1962;4
1;ZI;2015;4
2;ALISSA;2012;75
2;MONIA;2019;6
2;IVANA;1993;34
2;DRUCILA;1999;5
2;NEÏSSA;XXXX;2
2;JANYNE;1943;4
2;GUYLENE;1989;8
1;ATALAY;XXXX;33
2;ANNE-ELISABETH;1949;5
1;BRAHIM;1985;221
2;HAJAR;2003;122
2;CHAHINEZ;1983;5
1;MAMOUNE;XXXX;22
1;MAYEUL;2015;88
2;BANO;2015;3
2;GONUL;2007;3
2;DYANA;1997;3
1;ALBERT;1997;61
1;CHARLIE;2011;516
2;GELSOMINA;1963;3
1;WILHEM;1972;10
2;HELIA;1989;3
1;FULBERT;1914;11
2;OLIA;2014;5
1;DIEGO;2008;839
1;FABRIZIO;1987;5
2;WALIYAH;2019;3
1;SAMI;2016;296
2;LILAS-ROSE;2006;5
1;LARBI;1967;39
1;SAMYR;1984;3
2;ELEN;1974;15
2;KÉLIA;2014;189
1;JULIAN;1975;26
2;ÉLÉANE;2016;12
2;TANYA;1982;3
1;MAÏEUL;2020;7
2;ISOLINA;1954;3
1;ARION;2012;4
1;SALOMON;1941;5
1;IVAN;1943;29
2;SAFIA;1949;5
1;YOUNESS;1973;5
2;DORSAF;1983;12
2;DOROTHEE;1994;5
2;FLORENTINE;1981;7
1;IZHAQ;XXXX;1
2;KESIA;2007;11
1;SILVAN;2005;9
2;MIKAELLA;XXXX;51
1;TOBIAS;1992;10
2;DELPHINE;1983;4346
1;MEDIN;2016;3
1;EDDI;XXXX;46
2;HORTENSIA;1913;5
2;NAOMIE;1989;5
2;ALLEGRA;2007;6
1;JEAN-PIERRE;2012;17
2;LISIANNE;1954;8
2;TITIANA;1998;4
1;LORRY;1972;5
1;GUERRIC;1974;10
2;ALBA;1996;12
1;OCTAVIO;1974;6
1;NATANE;2017;6
2;ELFI;1981;3
2;LAYLOU;2016;3
2;NATALIE;1931;7
1;ANGE;1985;43
1;JEAN-MATTHIEU;1977;11
2;STEPHANIA;1985;7
2;SIMEONNE;1929;7
1;HAMID;2020;22
2;EMELLE;2003;3
1;MATHEYS;2007;4
1;ASSANE;2007;4
1;AËDEN;2016;9
2;AUDREE;1993;3
1;LÙKAS;XXXX;2
2;CORALYNE;1984;4
2;LAMBERT;1929;4
1;ARTHURO;2018;3
1;MIRHAN;2016;3
2;DIVINE;2009;59
1;JEAN-PASCAL;1988;43
1;THIERRI;1954;3
2;JACQUEMINE;1927;3
2;ANDREY;1983;3
1;JUNIOR;1981;5
2;ZAYANE;2016;10
1;ARCHIBALD;2003;11
1;PIERRE-EMILE;1986;10
1;HAIKAL;1980;4
1;ZAKARYA;2019;119
1;SAID;1931;5
1;ISAIE;1934;4
1;SADDAM;2017;3
1;NAYEM;XXXX;15
2;GHIZLANE;2019;9
2;ANONYME;1950;18
2;VENISE;1939;4
1;NILS;2016;210
2;YAREN;2012;20
2;ESMAA;2018;4
2;RAPHAELLA;1972;3
1;SADI;1935;5
2;MATHILDA;1978;4
1;NOE;1901;20
1;JALIS;2012;24
1;GWENNAEL;1996;6
2;JESSIE;1976;80
1;SABIN;2014;3
1;SORENN;2009;7
1;DANY;1981;169
2;KASSIA;2006;7
2;KAYCIE;2020;22
2;SIBYLLE;1988;35
1;MERWANE;2017;6
2;DAMIANA;1997;5
2;LOU-MARIE;2016;4
1;MATAHI;2015;3
1;ROBENSON;2019;3
2;SHAYNEZE;2012;3
2;BISSEN;XXXX;10
2;DONATELLA;1959;8
2;MEYREM;1993;5
2;LUDMILLA;1998;35
1;ENOA;2007;3
1;ANGEL;1923;47
2;REMONDE;1916;7
1;MEHDI;1996;1189
2;WILONA;2005;3
1;CHARLES-LOUIS;1987;6
1;SAINT-YVES;XXXX;64
2;EMEL;1981;22
2;SHINE;2020;3
2;LIZZIE;2005;38
1;ZIDANE;1999;49
2;MELVINA;1990;6
1;EDENN;2019;10
2;KHEIRA;1962;27
2;MAI;1991;9
1;HASSEN;2019;12
2;SARA;1995;519
2;COUMBA;2004;43
2;CONSTANTINE;1914;10
2;LIANE;1987;6
2;MARIE-CLÉMENCE;1977;4
2;MELYSSE;2009;4
1;MESSAOUD;1982;20
1;LAZARE;1913;52
2;ÉVY;2013;7
1;DARIUS;1990;8
2;ISMERIE;1927;3
1;WALID;1986;154
2;ERINA;2020;29
2;MÉLINÉE;2011;14
1;ELIDJAH;XXXX;10
1;WILHELM;2011;8
2;ESPERANCE;1927;25
2;SHAMS;2014;12
1;RAMIZ;2011;3
1;FAICAL;2007;6
1;YOUNESSE;1978;8
1;ILLARIO;2002;4
2;EULALIE;1959;15
2;BINETA;2007;8
2;LYN;2012;6
2;CONCEPTION;1955;11
2;CARLA-MARIA;2016;7
2;ANNE-NOËLLE;1969;3
1;YOUENN;2004;83
1;AMJED;XXXX;22
1;GABRIEL;1918;1260
1;LOGHAN;2000;8
1;ELRIK;1997;3
1;MICHEL;1972;3301
2;RAPHAELLA;1943;10
2;MAYSSOUN;2007;3
2;BERTILLE;1919;7
2;QUITTERIE;1987;26
2;ROSEMARY;1975;5
1;IRMIN;1904;3
2;ELFIDA;2014;3
2;FRANÇOISE;1929;2397
1;AMRANE;2006;3
2;AIMY;2006;70
2;MESMIN;1944;7
2;CÉCILE;1925;1379
2;KINSY;2003;5
1;SADIO;1987;11
2;FLEUR;1986;114
2;JENIFER;1983;26
1;SMAIL;2018;7
2;MAURANE;2011;15
2;NATALINE;1902;4
2;SHÉHÉRAZADE;1989;4
2;MAGALI;1961;366
1;MARTIAL;1949;464
2;GUYLÈNE;1953;3
2;AÏSSATOU;2018;69
2;MÉGANE;1998;136
2;N'GONE;1990;3
1;VITTORIO;1911;4
1;EUTROPE;1932;5
1;NAYANN;2020;22
1;ARNOULD;1978;3
2;SADINE;2011;3
1;LIVAÏ;2020;15
2;YLANNA;2017;12
2;ESTEL;2014;5
1;ERICK;1953;155
2;DEBHORA;XXXX;29
1;JEAN-ALEXANDRE;1990;9
2;SHARA;1996;3
1;NATTHAN;2013;6
1;SEMI;1976;7
2;LORYANE;2002;10
1;FRANCKLIN;1996;3
2;SUZON;1987;5
1;JALIL;1984;8
2;FAUSTINE;2003;445
2;LUCRECE;1986;12
1;JEANNOT;1932;127
1;OUSAMA;1995;11
1;EUSTACHE;1935;10
1;GWENDAEL;1979;3
1;JANNY;1990;3
1;ANGELOS;2005;4
2;RIZLANE;1994;13
2;GUENAELLE;1993;17
2;BOUTHEINA;XXXX;19
1;CLAIR;1913;17
2;JOSETTE;1935;5303
1;PEÏO;2020;11
2;BATOUL;2015;6
1;AUBERT;1959;14
1;MAHAMET;1984;6
2;MILY;2016;18
2;ELMEDINA;2010;11
2;VENISE;1959;9
2;NAFISSA;1957;3
2;BLERINA;2008;3
2;CATALIYA;2018;3
2;MARIAMI;2009;3
1;IDA;XXXX;59
1;FREDY;2012;5
1;THIMOLEON;XXXX;38
1;CLEO;1990;3
2;CYRILLE;1909;8
2;ISALINE;1986;20
2;PARFAITE;1957;3
2;BINTOU;2003;58
2;MARIE-ESTELLE;1987;7
2;FORTUNEE;1943;4
2;CAROLINA;1986;5
2;YSE;2004;11
2;MARIE-BERNADETTE;1950;70
2;ANAELLE;2000;851
1;EDWY;2013;3
2;HEÏDY;2013;3
1;DOCTROVE;1922;5
2;NOLWEN;2017;7
2;CONCEPTION;1923;35
2;LUCILIA;1931;3
2;RACHIDA;1994;49
1;ANAËL;2010;30
2;LAURELINE;2017;28
2;MALICKA;XXXX;52
1;ALEKSANDR;2013;4
2;COLETTE;1958;2192
2;KEYLIA;2016;65
2;FLORINE;1982;112
1;LUIGY;2013;5
1;RUDDY;2006;18
1;ERIC;1943;215
1;MEZIANE;1979;4
1;ESPERANCE;1912;3
1;ÉLIAM;2016;7
2;CHARLETTE;1920;28
2;LAURALEEN;2011;3
2;MARIE-FRANÇOISE;1978;53
1;INSA;XXXX;29
2;M'BALOU;2020;4
1;EMRYS;1998;6
2;ROSA;1922;304
1;NAHIL;2013;415
1;DANTON;1907;10
2;YANAIS;XXXX;16
1;JEAN-JACQUES;1980;132
2;ZAHIA;1970;58
2;MAINA;1979;14
1;ZAHIM;XXXX;22
1;VOLKAN;1980;10
2;BLEUENN;1986;10
1;KALIFA;1999;4
2;HELENA;1971;130
2;ALHENA;2006;3
2;EMILIA;1947;15
1;CALVIN;2019;90
2;ANAË;2014;116
1;LEYTH;2017;16
2;CASSIOPEE;2016;7
2;NOELLY;1915;3
1;DARIS;2016;16
1;MBAREK;1986;3
1;FLORAN;2011;6
2;HAYANA;XXXX;12
1;HANS;1959;5
2;ROSE-MARY;1956;5
2;MORINE;1992;4
2;CLÉMENTINE;2008;622
1;JAOUED;2001;3
2;YVELINE;1913;12
1;PAUL-JOSEPH;2018;3
1;FADY;2005;10
1;ALYAN;2013;4
1;CANDIDE;1919;3
2;KSENIA;2014;4
1;NORDIN;1984;10
1;THYBAULT;2019;5
2;BERENGERE;1973;177
2;JENNAH;2011;38
1;MAXIME;1906;409
2;MIRNA;1974;4
2;LANA;1992;11
1;SHAYAN;2000;8
2;ELOÏSE;1970;5
2;MARY-CLAUDE;1944;8
2;MARGOT;2019;1284
2;YVELINE;1989;8
2;MAYA;2005;491
1;KABIR;2019;6
2;TUBA;2005;7
2;ANZIZA;2018;3
2;ROXANA;2004;8
2;LIZA;1996;70
2;OUMAYA;2020;12
1;CHRETIEN;1906;23
1;PIERRE-MARIE;1927;4
2;MAÏNA;1996;11
2;MAJDA;2014;18
2;ANDREINA;XXXX;28
1;KILANI;1981;3
2;HUGUETTE;1969;89
1;HAROLD;1945;8
1;ELIAZ;2010;32
2;MARGARETHE;1951;3
2;OLINA;2013;7
2;GAETANNE;2007;7
2;LUCE;1904;64
1;THEODOR;2002;5
2;JUANITA;1945;11
1;LÉAN;2018;8
1;MEDY;1973;5
1;FRÉDÉRIC;1927;250
1;RENAN;2002;30
2;VARVARA;2017;3
2;MILLIE;2007;16
1;MARC-PHILIPPE;1977;3
2;THEOPHILA;1925;3
2;MARTINE;1917;41
2;LOREENA;1996;7
1;ALANN;2015;15
1;JEAN-ANTOINE;1978;8
2;ILANAH;2015;3
1;MOHAMED-YASSINE;1996;7
2;ISALIA;2019;4
2;JOSY;1968;16
1;KLEBERT;1964;5
2;VILMA;1932;12
1;SOUHAÏB;2014;15
2;NEYLA;1994;3
1;TAWFIK;2012;4
2;JESSIE;1964;9
2;SOLWEIG;1980;3
2;MBARKA;2014;4
1;KAYA;XXXX;39
1;WILLY;2014;30
1;JEAN-MARCEL;1922;4
2;BERIVAN;2008;4
2;MEGGY;2004;17
2;JINANE;2010;29
2;JULINA;1999;4
2;AÉLIE;XXXX;6
2;SONJA;1965;6
1;ALEXANDRE;1950;265
2;YASMA;2020;3
1;ESTÉBAN;1990;3
1;SAFWAN;2018;96
2;SANAÉ;2017;11
2;SÉNA;XXXX;10
2;YOUSRA;1998;98
1;IVAN;1976;117
1;LOÉ;2017;15
2;JEANNIE;1906;39
2;YSOLINE;2004;12
2;JULIA;1920;434
2;IVANNY;2009;4
1;GAIAN;XXXX;12
1;ANTONN;2010;18
2;SABINE;1972;3220
1;JIM;1949;22
1;HARRY;1963;79
2;JEANNE-MARIE;1910;35
2;AGATHE;2008;1199
1;SPENCER;2020;12
1;ALCIBIADE;1903;3
1;MEHMET-AKIF;2013;7
1;GHAIS;2001;14
1;LOWELL;2019;4
2;SUSANNA;1972;4
1;AMAN;2002;3
1;WESLAY;1979;5
2;RINA;1907;7
2;LEIDY;2005;3
1;ABDELRAHMANE;2015;12
1;LENNY;1973;4
1;JEAN-CHARLES;1903;7
1;JEAN-HUBERT;1953;4
2;ANOUCHKA;2016;29
2;AMARA;1972;11
2;NAYAH;2001;5
1;ALIOSHA;2018;3
2;CYLIANA;XXXX;16
1;VITAL;2000;4
1;GABRIEL;1921;2156
2;COURA;2010;3
2;ARIJE;2007;3
1;YVON;2009;8
1;ANGE;1980;39
2;ASHLY;2018;3
1;HUMBERT;1915;11
2;NORA;1971;436
1;YORIK;1981;3
2;ELISÉE;2019;3
2;GILBERTE;1966;90
2;GILLIANE;2003;11
2;HÉLÈNE;1988;2537
2;ANNICK;2014;3
2;LAETITIA;1902;5
2;KANDYS;2010;4
2;GAIANE;2010;8
1;BOULAYE;2019;3
1;HAMADY;1982;10
1;ADRIANO;2016;83
1;TRISTANT;XXXX;25
2;ANNE-CATHERINE;1978;53
2;LAURIE-ANNE;2005;5
1;AYMERICK;2010;67
2;RITA;1913;14
1;TAHAR;2017;23
2;MARIE-CAROLINE;1988;85
2;JOSEFA;1961;26
1;ANOIR;1972;3
2;MARIE-MYRIAM;1994;3
1;LAID;1968;22
1;BACARY;1983;4
1;ALLAN;1982;180
2;KYLIANNA;2009;8
1;HELIAS;1994;7
2;ALIZEE;XXXX;8
2;PANDORA;1997;3
2;ELLA;1914;15
2;ALIZA;2001;4
1;CHAKER;2009;3
1;ROMANE;1979;3
2;YANIK;1950;3
2;ABBYGAËL;2012;11
2;CYLIANE;2012;5
1;AMBROISE;2004;81
2;MAHNOOR;2019;3
2;ROSANA;1983;4
1;TIAVINA;2006;3
2;BETSY;1973;3
2;MALOHÉ;2014;3
2;MAKEDA;2012;3
1;RODERIC;1981;3
1;ÉMERICK;XXXX;11
2;ANNIE-CLAUDE;1979;10
2;CARMENE;1924;5
1;RAFI;1983;3
1;YANNIK;1962;9
1;MATTIN;1990;3
2;ALIX;1955;36
1;PAULINO;1927;3
2;SHANNONE;2007;6
2;MOÏRA;2020;72
2;PASCALE;2005;4
2;SÉGOLÈNE;1980;165
1;KENSLEY;2019;14
1;TIBURCE;1918;10
1;JEANNICK;1955;35
2;SATHYNE;2013;4
1;MOCTAR;2011;10
2;CHAINEZE;1997;12
2;ÖZLEM;1988;5
1;JEAN-GABRIEL;2012;15
2;MARIE-LUCE;1994;3
2;AN;2020;6
1;BERTIE;XXXX;53
1;LARBI;2009;14
1;TONY;1913;10
2;MOUNIA;2001;64
